label,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
1,3,0,1,1,0,25,51,508,512,323,1648,521,5222,8459,10780,11946
1,2,1,3,0,2,15,12,665,1660,406,3585,650,427,8353,11781,12438
1,5,11,4,11,82,771,2929,1629,4249,1147,9327,9617,1037,7010,1831,340
1,4,0,1,0,0,0,2,0,0,0,36,512,2337,5819,9063,22226
1,1,2,3,6,16,184,98,204,1766,741,104,1054,4252,1112,9945,20512
1,3,3,1,0,0,0,0,3,77,89,216,1150,402,4796,10111,23149
1,3,0,2,0,0,2,2,6,202,229,378,1575,661,5990,10948,20002
1,2,3,0,0,0,1,0,1,47,584,1921,447,949,4931,10999,20115
1,0,1,0,1,0,0,6,47,207,165,364,2954,5653,9356,11256,9990
1,4,1,0,0,0,0,3,3,21,541,178,1079,1595,6363,10621,19591
1,2,1,2,0,26,299,248,1330,523,594,110,438,4605,1005,9983,20834
1,2,0,1,1,1,1,21,16,279,216,1922,3376,873,773,9145,23373
1,0,2,2,0,1,0,0,0,1,17,446,277,29,2671,15706,20848
1,3,0,1,1,0,0,6,16,410,1324,439,461,120,5370,10262,21587
1,3,2,0,0,0,0,0,1,1,2,17,503,2826,5974,9955,20716
1,0,0,3,1,1,23,492,401,1493,371,4246,486,352,658,8763,22710
1,2,0,0,3,0,0,4,20,633,2654,4900,565,305,8274,10605,12035
1,2,2,1,0,16,24,1,289,163,38,1743,429,4828,1120,8752,22592
1,2,3,0,0,0,1,5,20,341,353,1895,740,372,6440,10131,19697
1,0,2,0,0,2,1,10,253,875,457,473,222,4555,1471,17653,14026
1,1,2,3,0,0,0,0,1,0,0,10,168,214,3138,15815,20648
1,2,3,2,2,32,336,377,574,2353,6019,8928,9562,949,506,7658,2697
1,0,2,0,0,4,16,18,3,16,719,2256,550,1463,3907,8664,22382
1,1,0,0,2,2,0,0,0,12,58,1169,2671,4935,7991,9521,13638
1,1,1,2,1,0,0,0,0,9,17,405,281,2362,5480,10281,21160
1,5,0,0,0,1,0,9,10,154,196,1106,400,504,5489,10257,21869
1,2,2,1,0,0,0,0,9,82,204,1185,981,4944,1314,17946,13330
1,2,0,1,0,2,0,22,371,123,1294,556,55,42,4960,10128,22444
1,5,2,32,320,161,1741,494,199,28,396,4255,917,286,144,8795,22225
1,2,1,2,0,0,0,0,0,0,0,18,505,2234,5856,10697,20685
1,4,0,2,9,1,6,68,165,918,541,646,1323,3110,1349,9931,21927
1,4,0,0,0,0,1,0,0,0,0,16,18,590,2756,15277,21338
1,2,0,2,4,14,1,17,94,59,219,1577,337,3613,758,9140,24163
1,2,2,2,0,0,5,19,3,309,321,207,1918,500,5842,10488,20382
1,0,2,0,0,1,33,24,43,682,1970,267,101,4301,902,9425,22249
1,2,1,1,1,0,20,14,325,94,158,1627,477,574,4599,10682,21425
1,1,1,0,1,9,36,639,1638,443,76,3367,1194,7622,1069,11544,12360
1,5,0,0,0,0,1,9,27,563,2093,475,4806,985,425,9709,20902
1,2,0,3,12,27,3,375,295,1967,350,3605,675,98,811,9775,22002
1,2,0,1,1,0,1,0,1,6,22,299,234,2227,5723,11024,20459
1,3,0,1,1,3,16,360,186,72,2241,4824,827,1894,6467,9904,13201
1,0,0,2,0,1,2,6,13,193,186,27,1368,887,6145,9994,21176
1,2,1,1,0,1,0,1,5,23,11,580,2362,5663,9540,10349,11461
1,3,0,0,0,2,0,0,0,4,9,233,140,1553,4633,10175,23248
1,2,2,1,0,26,184,229,1157,420,492,68,326,4485,969,9734,21905
1,3,1,2,3,14,93,105,72,1485,977,4070,1368,530,652,9603,21022
1,3,4,0,11,13,6,22,437,136,170,2218,720,1070,5221,9403,20566
1,3,0,0,0,2,0,0,0,0,5,9,119,158,2212,14164,23328
1,0,2,0,0,0,0,8,10,222,194,176,1373,388,4325,9112,24190
1,0,2,0,0,1,0,2,10,39,451,183,250,2349,5000,9244,22469
1,2,0,3,0,0,1,0,1,0,0,40,479,2564,6016,9650,21244
1,1,1,0,0,1,1,0,19,4,4,11,343,311,2763,13945,22596
1,2,0,2,0,1,2,2,1,8,39,491,2501,5816,8953,10538,11644
1,0,0,1,1,22,206,285,7,1597,405,59,474,3137,895,9106,23805
1,2,1,3,1,0,0,7,10,292,149,1775,329,210,5198,10514,21509
1,4,1,0,0,2,0,0,11,24,356,204,2119,458,5702,9799,21320
1,0,0,0,3,2,2,19,46,241,160,19,1465,695,5530,10747,21071
1,3,1,1,0,0,0,2,3,0,9,14,7,438,2679,15806,21037
1,2,2,1,0,0,0,0,13,7,15,379,170,1955,5255,10218,21983
1,2,0,0,1,2,0,0,0,0,9,18,316,186,2303,14398,22765
1,2,2,1,0,2,0,5,19,172,189,367,1386,791,6130,10017,20917
1,0,0,2,0,3,0,0,0,0,4,366,2019,4388,1099,9896,22223
1,2,2,0,1,0,0,22,11,12,401,176,1633,543,5054,10558,21585
1,3,1,0,1,3,14,310,224,1455,620,339,3585,1176,1141,9985,21143
1,3,1,0,0,0,2,132,206,1422,444,99,3232,909,948,10634,21968
1,0,2,0,1,0,2,0,0,0,4,2,14,180,3107,13953,22735
1,1,1,1,1,1,3,19,257,253,343,1025,306,614,5519,10111,21545
1,0,0,2,1,1,1,0,0,2,17,164,212,2040,5595,9693,22272
1,2,2,1,0,0,0,18,186,130,88,207,1161,456,5018,10359,22372
1,2,2,2,4,6,4,95,62,64,50,1163,203,305,4955,10174,22909
1,1,2,3,30,547,2726,4657,816,982,7871,10433,801,864,1485,6568,2214
1,0,1,1,0,0,1,6,9,435,1739,324,3821,291,618,9243,23511
1,5,1,0,2,0,0,7,8,5,183,210,1827,785,6286,10004,20677
1,3,1,0,1,0,0,0,1,30,852,2412,417,6112,8960,9022,12189
1,0,1,0,2,1,0,1,29,23,598,218,282,2413,5555,9541,21336
1,3,1,2,1,0,0,0,0,11,80,167,1679,540,5831,9548,22137
1,3,1,1,0,0,1,2,21,430,2161,4596,972,1855,7937,11075,10945
1,6,0,6,11,748,89,1622,548,414,57,329,3943,1248,1047,9638,20294
1,0,0,3,1,0,1,15,19,42,409,161,1773,767,5530,9282,21997
1,1,1,1,0,2,0,5,28,1,242,292,2251,4366,1595,10210,21005
1,2,2,1,0,0,1,9,10,18,198,244,1376,509,5060,10359,22211
1,0,2,1,0,2,1,1,26,306,113,88,1930,4911,9276,11507,11836
1,4,1,0,0,0,0,0,8,153,110,1617,625,4640,873,8989,22980
1,1,3,1,0,1,1,0,0,0,2,14,7,274,3133,15518,21045
1,2,5,0,0,0,6,15,251,135,19,1541,514,4150,1292,9939,22131
1,0,2,1,0,3,24,273,319,1485,530,818,326,4719,1631,9496,20373
1,2,3,1,1,0,0,16,3,10,12,238,177,1393,1630,14508,22006
1,2,3,0,0,1,4,24,218,245,103,412,1307,763,5778,10147,20993
1,0,0,2,3,0,0,2,0,4,8,7,175,237,2120,15181,22261
1,3,1,0,0,2,1,20,403,217,2318,414,1603,3859,893,9420,20846
1,0,0,2,1,2,1,0,4,9,7,124,87,90,2812,15190,21671
1,4,1,0,0,1,0,0,3,2,4,7,116,118,2400,15370,21974
1,2,2,1,0,2,18,491,2185,484,4573,1019,656,218,922,8629,20798
1,4,3,0,0,1,12,13,404,1252,625,3184,981,822,8396,11414,12889
1,3,1,1,4,6,3,15,230,156,1712,4149,519,282,2204,7376,23339
1,2,2,1,0,34,249,201,1690,598,4010,1160,721,232,1764,7998,21338
1,1,1,0,0,3,2,33,39,324,254,3052,5431,982,1026,8359,20493
1,1,1,3,12,19,130,65,152,52,1665,199,204,366,4660,9774,22697
1,2,0,1,2,0,0,0,0,3,13,197,252,1960,5220,10317,22033
1,1,0,1,0,0,13,15,147,118,252,2605,3959,1305,8605,11500,11479
1,5,16,7,3,157,84,31,242,1117,604,62,3786,1015,414,8785,23672
1,2,0,1,1,1,0,0,0,39,481,1469,270,181,4371,9482,23702
1,0,1,1,0,1,1,8,33,356,292,248,1729,393,5294,10417,21226
1,2,0,0,0,9,23,307,212,1577,240,179,115,3697,764,9117,23758
1,5,1,0,0,0,2,0,0,16,390,123,1782,628,6282,9926,20845
1,3,2,0,0,0,4,24,521,133,78,36,532,2009,6486,10492,19680
1,6,1,2,1,1,14,23,180,213,2069,5695,8444,1104,1665,9865,10717
1,1,1,2,1,0,0,0,0,1,19,602,2428,1390,4141,17392,14022
1,2,2,1,0,0,0,3,12,453,2036,734,4964,798,8399,10349,12247
1,2,1,1,1,0,0,24,380,142,1552,501,47,791,4354,10036,22168
1,3,2,0,0,0,0,2,3,28,155,284,2547,1773,4762,10286,20155
1,4,0,0,1,2,1,0,12,6,318,1947,390,4981,989,10063,21286
1,2,0,1,3,0,1,1,2,9,402,2389,4928,850,8482,10548,12382
1,2,0,0,3,0,0,0,0,1,6,4,131,248,3332,15782,20491
1,1,0,1,1,0,3,0,1,31,707,401,1765,3532,1017,8749,23791
1,4,0,1,0,0,1,0,2,12,273,176,435,1967,5656,10751,20722
1,1,1,1,2,0,2,7,3,95,118,1428,181,438,5819,10019,21885
1,3,1,0,1,0,0,0,23,327,302,82,415,1837,5354,10180,21475
1,4,1,0,2,4,22,0,230,172,1425,289,705,1085,4762,9096,22203
1,6,5,2,4,20,163,44,86,44,312,1223,434,507,4685,9720,22745
1,4,3,1,15,23,308,1667,536,3906,972,529,6245,1457,1197,10095,13042
1,2,0,0,3,0,0,2,13,209,67,168,2537,5950,9166,11735,10148
1,2,0,0,2,1,2,17,7,24,743,2402,3868,968,966,10215,20783
1,0,2,0,0,0,0,0,0,2,4,14,486,1976,4461,9464,23591
1,3,2,1,0,1,11,10,6,2,17,197,51,61,2503,14971,22164
1,17,3,0,0,1,35,374,330,26,2285,5705,7685,1032,1153,10900,10454
1,1,1,3,0,0,0,2,1,8,382,1977,231,260,5319,10898,20917
1,2,1,0,2,0,0,0,30,173,218,1240,810,4691,1054,9595,22184
1,3,1,0,0,1,0,6,32,293,261,1517,641,322,5833,10440,20650
1,4,0,1,1,0,0,0,4,25,330,318,2943,5874,8901,10101,11498
1,2,3,0,0,0,14,9,225,239,1585,319,161,121,5229,10431,21662
2,6,1,18,68,350,1066,2512,3224,2755,586,1620,3996,9312,9345,834,4307
2,2,5,2,7,38,31,287,694,478,331,72,2891,2696,2721,13410,16335
2,4,117,845,215,223,1328,497,48,2934,483,3052,412,4600,739,8599,15904
2,14,16,66,100,310,1066,2126,563,3018,2987,588,5373,8232,889,9081,5571
2,10,89,464,258,1342,1723,690,391,2290,2392,4996,8026,640,1350,9286,6053
2,66,345,732,2381,897,3419,2230,469,4201,804,834,6420,1608,7728,6556,1310
2,5,2,5,18,137,775,2076,3009,393,2978,472,4341,7699,1413,8380,8297
2,83,109,930,333,1825,477,122,3424,4036,5847,379,571,5469,7313,6242,2840
2,2,3,11,212,915,2037,2648,599,2668,252,316,4203,7721,1223,8566,8624
2,2,3,26,63,631,97,1527,569,2217,632,447,242,3952,5948,9292,14352
2,5,2,0,0,122,620,2333,3620,2740,787,5442,7522,824,8704,1271,6008
2,1,1,50,136,1028,2707,2852,2429,402,4206,3825,3446,487,562,9409,8459
2,4,1,2,53,354,145,1297,366,105,299,160,113,3642,4098,14103,15258
2,5,0,4,154,734,2142,630,674,2753,3786,6138,8045,454,1134,8303,5044
2,4,2,1,17,137,678,2391,2911,541,163,3389,5167,737,7731,9363,6768
2,0,2,1,1,69,822,2630,447,2712,596,3446,4940,696,6732,8090,8816
2,2,12,6,157,114,739,337,2115,2919,480,2984,5184,1417,7204,10010,6320
2,2,1,1,1,0,102,939,6115,3203,509,5104,889,7417,1160,8590,5967
2,5,2,4,52,91,900,1500,519,851,2036,539,54,3845,5624,8621,15357
2,0,18,352,881,255,228,2910,2941,264,2536,3839,268,1141,6596,10281,7490
2,7,84,36,425,173,83,1719,584,3546,3906,6122,8202,1258,8362,2869,2624
2,3,1,4,42,480,301,2291,942,1245,2544,162,246,3203,4912,8771,14853
2,1,1,2,158,782,225,2536,3784,3744,5174,690,6078,966,6359,6734,2766
2,60,250,1082,2462,631,2905,2730,4927,7045,909,842,5165,4093,940,5141,818
2,10,52,150,441,1317,2460,2733,477,3123,4103,429,310,1058,6772,10366,6199
2,9,55,130,284,1053,2376,2391,474,3436,5283,762,7750,800,1881,7431,5885
2,2,2,3,12,35,427,219,29,245,1830,3483,4064,5538,849,8993,14269
2,287,630,248,1497,483,369,2876,3118,577,4642,924,820,3175,3743,9791,6820
2,26,263,77,121,462,225,178,40,1918,496,3215,3484,6232,8744,9966,4553
2,5,6,65,136,542,250,119,2066,2684,570,3290,865,6297,8782,1083,13240
2,7,8,12,237,593,214,2099,2779,472,156,2623,480,4787,8335,9537,7661
2,5,6,257,1348,283,87,2531,412,3060,2267,336,128,396,3542,8292,17050
2,0,2,1,2,2,29,38,338,188,1638,583,3664,3885,5741,9574,14315
2,8,11,24,4,215,87,928,2426,3117,2938,271,455,5007,8423,9694,6392
2,3,2,14,117,809,252,750,1524,3245,543,3665,6075,6143,7190,6586,3082
2,5,3,129,897,2131,383,2922,3432,555,1734,3414,796,6584,1239,9465,6311
2,1,0,0,0,2,97,1158,429,2320,733,2292,2656,1792,2884,8720,16916
2,11,59,194,198,732,446,2369,590,2451,3152,425,219,5041,8705,9548,5860
2,0,0,5,251,1222,404,2226,517,657,1709,2183,3885,759,8160,10728,7294
2,3,4,0,0,0,1,20,433,2857,4342,4403,6543,7103,996,7563,5732
2,10,145,134,913,1671,457,224,748,2033,357,2768,455,4575,845,9013,15652
2,9,169,905,1816,509,804,2628,3501,289,446,5297,831,7335,1346,8201,5914
2,2,1,2,19,6,27,17,36,296,189,2218,3089,820,3923,14410,14945
2,5,22,33,7,50,299,154,1315,464,521,3154,544,601,3717,13993,15121
2,0,2,0,8,251,137,1382,434,2495,383,107,1094,1690,2865,11075,18077
2,5,0,25,35,44,548,1612,500,2907,505,3694,495,5795,8848,9266,5721
2,6,2,32,237,963,2229,3421,2807,506,4994,479,367,7093,1395,9783,5686
2,1,15,226,148,831,393,2658,3107,952,1884,4712,7991,1231,4434,4276,7141
2,2,2,1,0,0,7,32,469,206,130,1450,432,3163,4328,14583,15195
2,84,261,711,363,2413,436,285,2642,2738,379,846,4323,8168,9679,1901,4771
2,0,0,3,2,107,93,1553,2612,439,673,2597,2615,3729,7558,11254,6765
2,5,4,5,25,42,947,2348,784,405,339,2699,293,3133,5261,8778,14932
2,95,101,195,1503,2866,3087,1040,1371,133,242,3162,335,645,7391,11309,6525
2,5,10,43,227,852,2479,2792,491,134,345,2599,513,5239,8920,9530,5821
2,0,0,2,6,50,100,1202,1850,1237,858,4104,3202,4064,6685,8107,8533
2,2,1,2,0,1,28,67,11,732,1636,530,3273,4011,6245,9557,13904
2,54,397,1178,1830,426,307,63,468,2646,310,2863,442,3752,7480,10158,7626
2,7,71,259,249,1023,264,2331,3203,6839,1238,7439,237,1149,9435,1852,4404
2,2,0,6,46,205,114,661,216,1912,545,3070,3112,5403,8302,10302,6104
2,6,38,65,686,220,1768,476,71,254,2811,534,3871,4998,818,8304,15080
2,5,159,1193,295,2706,317,97,2635,287,108,2720,3676,636,7376,11356,6434
2,7,12,95,68,14,41,311,153,159,1785,581,105,3651,9850,17631,5537
2,1,1,0,1,42,227,1239,366,2709,387,2883,373,2753,3919,8264,16835
2,6,20,84,131,670,2097,3370,3343,569,5260,738,6410,738,720,8936,6908
2,4,2,7,169,479,270,265,2149,3616,3848,5656,791,7469,897,8879,5499
2,2,0,9,17,181,764,1951,3281,2987,474,4531,732,7438,860,9792,6981
2,5,1,2,9,9,208,47,644,272,2060,561,2858,522,3781,9729,19292
2,1,1,1,2,0,0,1,0,101,24,134,1774,376,5154,14021,18410
2,4,250,1560,3032,3232,2352,226,173,188,3217,521,6955,306,1524,9724,6736
2,8,189,585,355,2333,3421,3509,584,5322,455,576,7593,201,1083,8376,5410
2,24,176,100,601,254,178,2008,3426,3146,3925,589,457,329,8014,9583,7190
2,6,0,0,0,9,0,581,2876,3810,2777,631,541,5083,817,8438,14431
2,22,206,1089,3070,2316,791,2371,246,292,4281,692,3384,4447,1135,8999,6659
2,5,2,0,11,47,151,780,2538,2871,654,2709,782,5600,7960,9201,6689
2,7,68,221,136,690,230,2198,608,607,2130,337,3501,5995,8061,9440,5771
2,5,2,7,135,91,705,245,2288,3191,449,3707,5800,806,7657,9392,5520
2,5,2,6,27,29,686,2103,998,3247,677,2889,626,4273,1005,7443,15984
2,6,183,541,264,1369,708,3374,3056,605,5010,780,7006,874,8662,1160,6402
2,45,427,365,2388,3553,3165,798,763,4350,519,376,379,7538,787,9162,5385
2,3,1,1,11,124,789,2122,3051,410,3540,223,550,5409,1806,8597,13363
2,6,4,14,121,459,212,246,2166,524,3437,3227,503,5534,8272,9901,5374
2,5,1,47,92,21,545,207,1978,2888,523,967,2632,636,6040,9253,14165
2,5,0,0,9,181,650,221,173,2077,3225,513,3457,521,5646,9018,14304
2,5,22,84,422,213,131,2116,3284,3263,626,226,735,1166,4124,9509,14074
2,32,289,543,432,2210,3305,2923,4974,7997,951,8603,453,283,675,5321,1009
2,12,163,117,97,639,101,123,27,158,1938,3208,3123,5642,8428,9740,6484
2,2,4,43,338,183,122,1680,464,3366,1083,2449,400,246,5771,9295,14554
2,4,2,1,3,31,219,901,2519,3305,3463,5008,772,8074,1247,8809,5642
2,4,0,2,1,94,550,1919,3278,3536,323,499,837,4723,979,9383,13872
2,5,12,172,583,265,32,2642,2923,618,3839,5641,678,3054,5282,9302,4952
2,5,13,103,79,67,667,2482,6791,5142,688,415,335,6818,1141,8413,6841
2,13,183,121,715,249,1773,551,3004,2796,491,4619,769,7904,1147,8666,6999
2,2,0,3,33,632,2640,853,3101,2473,439,939,3656,1161,7092,9310,7666
2,13,32,333,873,2488,681,2460,3165,5422,7836,513,1086,1816,6964,303,6015
